PMID,Sentence,Subject,Predicate,Object
18661511,"METHODS: Between 2000 and 2007, 104 pediatric patients with ALL or LBL were treated at the authors' affiliated hospitals with intensive regimens that included Escherichia coli-derived L-asparaginase.",Treatment Protocols,TREATS,Patients
18661511,BACKGROUND: L-asparaginase is a key drug in the treatment of childhood acute lymphoblastic leukemia (ALL) and lymphoblastic lymphoma (LBL).,ASPARAGINASE,TREATS,"Leukemia, Lymphocytic, Acute, L1"
18661511,"METHODS: Between 2000 and 2007, 104 pediatric patients with ALL or LBL were treated at the authors' affiliated hospitals with intensive regimens that included Escherichia coli-derived L-asparaginase.",Treatment Protocols,TREATS,Large Cell Lymphoblastic Lymphoma
18661511,"METHODS: Between 2000 and 2007, 104 pediatric patients with ALL or LBL were treated at the authors' affiliated hospitals with intensive regimens that included Escherichia coli-derived L-asparaginase.",Treatment Protocols,TREATS,"Leukemia, Lymphocytic, Acute"
18661511,BACKGROUND: L-asparaginase is a key drug in the treatment of childhood acute lymphoblastic leukemia (ALL) and lymphoblastic lymphoma (LBL).,Pharmaceutical Preparations,TREATS,Large Cell Lymphoblastic Lymphoma
18661511,BACKGROUND: L-asparaginase is a key drug in the treatment of childhood acute lymphoblastic leukemia (ALL) and lymphoblastic lymphoma (LBL).,Pharmaceutical Preparations,TREATS,"Leukemia, Lymphocytic, Acute, L1"
18698082,"Retrospectively, we evaluated the available coagulation parameters at diagnosis and during induction treatment of 161 acute lymphoblastic leukemia patients: 24 with symptomatic osteonecrosis (median age: 13.8 years, range 4.0-17.2) and 137 without osteonecrosis (median age: 4.9 years, range 1.0-16.7).",Induction,TREATS,"Leukemia, Lymphocytic, Acute"
18698082,"Retrospectively, we evaluated the available coagulation parameters at diagnosis and during induction treatment of 161 acute lymphoblastic leukemia patients: 24 with symptomatic osteonecrosis (median age: 13.8 years, range 4.0-17.2) and 137 without osteonecrosis (median age: 4.9 years, range 1.0-16.7).","Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
18698082,"Retrospectively, we evaluated the available coagulation parameters at diagnosis and during induction treatment of 161 acute lymphoblastic leukemia patients: 24 with symptomatic osteonecrosis (median age: 13.8 years, range 4.0-17.2) and 137 without osteonecrosis (median age: 4.9 years, range 1.0-16.7).",Induction,TREATS,Patients
19099730,Good long-term outcomes of the childhood T-ALL could be achieved as the B lineage ALL had been treated with HD-AraC regimen.,Treatment Protocols,TREATS,"Leukemia, Lymphocytic, Acute, L1"
19099730,Good long-term outcomes of the childhood T-ALL could be achieved as the B lineage ALL had been treated with HD-AraC regimen.,"Leukemia, Lymphocytic, Acute, L1",ISA,"Leukemia, Lymphocytic, Acute"
19099804,[Efficacy and prognosis analysis in 188 children with acute lymphoblastic leukemia of China].,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
19816207,We screened 28 children with T-lineage acute lymphoblastic leukemia at diagnosis by reverse transcription polymerase chain reaction for major and minor break point regions of bcr-abl fusion gene.,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
19951974,"Using a cohort of 48 children with B-lineage acute lymphoblastic leukemia (ALL), we sought the newly proposed candidate-LSC population, CD34(+)CD38(low)CD19(+), at presentation and in end of induction bone marrow samples.","Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
20212252,Benefits of the intermittent use of 6-mercaptopurine and methotrexate in maintenance treatment for low-risk acute lymphoblastic leukemia in children: randomized trial from the Brazilian Childhood Cooperative Group--protocol ALL-99.,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
20212252,Benefits of the intermittent use of 6-mercaptopurine and methotrexate in maintenance treatment for low-risk acute lymphoblastic leukemia in children: randomized trial from the Brazilian Childhood Cooperative Group--protocol ALL-99.,Methotrexate,TREATS,"Leukemia, Lymphocytic, Acute"
20212252,Benefits of the intermittent use of 6-mercaptopurine and methotrexate in maintenance treatment for low-risk acute lymphoblastic leukemia in children: randomized trial from the Brazilian Childhood Cooperative Group--protocol ALL-99.,6-Mercaptopurine,TREATS,"Leukemia, Lymphocytic, Acute"
21169835,"In contrast, genomic profiling of acute myeloid leukemia (AML) has thus far yielded fewer insights, but ongoing resequencing of leukemia genomes is uncovering novel mutations in both ALL and AML.","Leukemia, Myelocytic, Acute",COEXISTS_WITH,"Leukemia, Lymphocytic, Acute"
21169835,"In contrast, genomic profiling of acute myeloid leukemia (AML) has thus far yielded fewer insights, but ongoing resequencing of leukemia genomes is uncovering novel mutations in both ALL and AML.","Leukemia, Lymphocytic, Acute",ISA,leukemia
21169835,"In contrast, genomic profiling of acute myeloid leukemia (AML) has thus far yielded fewer insights, but ongoing resequencing of leukemia genomes is uncovering novel mutations in both ALL and AML.","Leukemia, Lymphocytic, Acute",COEXISTS_WITH,"Leukemia, Myelocytic, Acute"
21169835,"In contrast, genomic profiling of acute myeloid leukemia (AML) has thus far yielded fewer insights, but ongoing resequencing of leukemia genomes is uncovering novel mutations in both ALL and AML.",leukemia,COEXISTS_WITH,"Leukemia, Myelocytic, Acute"
21169835,"In contrast, genomic profiling of acute myeloid leukemia (AML) has thus far yielded fewer insights, but ongoing resequencing of leukemia genomes is uncovering novel mutations in both ALL and AML.",leukemia,COEXISTS_WITH,"Leukemia, Lymphocytic, Acute"
21169835,"In contrast, genomic profiling of acute myeloid leukemia (AML) has thus far yielded fewer insights, but ongoing resequencing of leukemia genomes is uncovering novel mutations in both ALL and AML.","Leukemia, Myelocytic, Acute",ISA,leukemia
21344616,Multivariate analysis of the relation between immune dysfunction and treatment intensity in children with acute lymphoblastic leukemia.,Immune System Diseases,PROCESS_OF,Child
21344616,Multivariate analysis of the relation between immune dysfunction and treatment intensity in children with acute lymphoblastic leukemia.,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
21366654,Our objective was to retrospectively evaluate the pharmacokinetics and plasma levels of high-dose methotrexate as it relates to event-free survival (EFS) in children with ALL.,Drug Kinetics,PROCESS_OF,Child
21366654,Our objective was to retrospectively evaluate the pharmacokinetics and plasma levels of high-dose methotrexate as it relates to event-free survival (EFS) in children with ALL.,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
21366654,High-dose methotrexate is a common component of many chemotherapeutic protocols for childhood with ALL.,Methotrexate,ISA,Chemotherapy-Oncologic Procedure
21366654,"WHAT IS KNOWN AND OBJECTIVE: In industrialized countries, acute lymphoblastic leukaemia (ALL) is the most frequent cancer in children aged less than 15 years.","Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
21366654,Methotrexate pharmacokinetics in childhood acute lymphoblastic leukaemia: a prognostic value?,Methotrexate,TREATS,"Leukemia, Lymphocytic, Acute, L1"
21366654,WHAT IS NEW AND CONCLUSION: Serum concentrations and pharmacokinetic parameters of MTX are not associated with outcome in ALL.,Methotrexate,TREATS,"Leukemia, Lymphocytic, Acute"
21867623,[Detection of WT1 gene in acute myeloid leukemia children by real-time fluorescent quantitative RT-PCR and its clinical significance].,"Leukemia, Myelocytic, Acute",PROCESS_OF,Child
21867623,[Detection of WT1 gene in acute myeloid leukemia children by real-time fluorescent quantitative RT-PCR and its clinical significance].,Detection,TREATS,Child
21867623,[Detection of WT1 gene in acute myeloid leukemia children by real-time fluorescent quantitative RT-PCR and its clinical significance].,Detection,TREATS,"Leukemia, Myelocytic, Acute"
18184841,"CONCLUSION: These findings are consistent with previous literature describing the long-term cognitive, academic, and imaging findings of survivors of ALL and suggest that right frontal white matter is particularly vulnerable to disruption following intensive chemotherapy for ALL.",Pharmacotherapy,TREATS,"Leukemia, Lymphocytic, Acute"
18398226,Methotrexate-induced alterations in beta-oxidation correlate with cognitive abilities in children with acute lymphoblastic leukemia.,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
18521602,Response to initial glucocorticoid (GC) treatment is a strong prognostic factor in childhood acute lymphoblastic leukemia (ALL).,Therapeutic procedure,TREATS,"Leukemia, Lymphocytic, Acute, L1"
18521602,Response to initial glucocorticoid (GC) treatment is a strong prognostic factor in childhood acute lymphoblastic leukemia (ALL).,Glucocorticoids,ISA,Therapeutic procedure
18521602,Response to initial glucocorticoid (GC) treatment is a strong prognostic factor in childhood acute lymphoblastic leukemia (ALL).,Glucocorticoids,TREATS,"Leukemia, Lymphocytic, Acute, L1"
18688848,CONCLUSION: This report examines a cohort of children with ALL treated with a BFM protocol in India with adequate follow up and demonstrates the need for cost effective improvements.,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
18688848,CONCLUSION: This report examines a cohort of children with ALL treated with a BFM protocol in India with adequate follow up and demonstrates the need for cost effective improvements.,Berlin-Frankfort-Munster protocol,TREATS,"Leukemia, Lymphocytic, Acute"
18688848,PROCEDURE: Three hundred and seven children (1-14 years) with acute lymphoblastic leukemia (ALL) were treated with a modified BFM protocol 76/79 between 1985 and 2003.,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
18688848,Treatment of children with acute lymphoblastic leukemia in India using a BFM protocol.,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
18688848,Treatment of children with acute lymphoblastic leukemia in India using a BFM protocol.,Berlin-Frankfort-Munster protocol,ADMINISTERED_TO,Child
19713226,"BACKGROUND: The t(9;22) and t(4;11) chromosomal translocations, which generate the BCR-ABL and MLL-AF4 fusion genes, define high-risk subtypes of acute lymphoblastic leukemia in adults.","Leukemia, Lymphocytic, Acute",PROCESS_OF,Adult
20034668,The study was aimed to explore the value of minimal residual disease (MRD) for risk stratification in childhood precursor-B-acute lymphoblastic leukemia.,"Neoplasm, Residual",COEXISTS_WITH,B-cell childhood acute lymphoblastic leukemia
20034668,Combined analysis of minimal residual disease at two time points and its value for risk stratification in childhood B-lineage acute lymphoblastic leukemia.,"Neoplasm, Residual",COEXISTS_WITH,"Leukemia, Lymphocytic, Acute, L1"
20212252,Benefits of the intermittent use of 6-mercaptopurine and methotrexate in maintenance treatment for low-risk acute lymphoblastic leukemia in children: randomized trial from the Brazilian Childhood Cooperative Group--protocol ALL-99.,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
