NCT,Subject,Predicate,Object
NCT00400946,Dietary intake,ASSOCIATED_WITH,Mycoses
NCT00400946,Intrathecal Chemotherapy,TREATS,Patients
NCT00400946,Leukemic Cell,LOCATION_OF,"Neoplasm, Residual"
NCT02772198,B-Lymphocytes,LOCATION_OF,Malignant Neoplasms
NCT02772198,Malignant Neoplasms,PRODUCES,CD19 gene
NCT02772198,Child,LOCATION_OF,CD19 Antigens
NCT02772198,T-Lymphocyte,PRODUCES,CD19 Antigens
NCT02772198,CD19 Antigens,PART_OF,T-Lymphocyte
NCT02772198,Health care facility,LOCATION_OF,Clinical Trials
NCT02772198,"Receptors, Antigen",PART_OF,T-Lymphocyte
NCT02772198,B-Lymphocytes,LOCATION_OF,Malignant Neoplasms
NCT02772198,Malignant Neoplasms,PROCESS_OF,Child
NCT02772198,Malignant Neoplasms,PROCESS_OF,Young adult
NCT02772198,Child,LOCATION_OF,CD19 Antigens
NCT02772198,Young adult,LOCATION_OF,CD19 Antigens
NCT02772198,Behavior,PROCESS_OF,Patients
NCT02772198,CD19+ cell,LOCATION_OF,Malignant Neoplasms
NCT02772198,Peripheral blood mononuclear cell,LOCATION_OF,CD19 Antigens
NCT02772198,Pharmacotherapy,ADMINISTERED_TO,Patients
NCT02772198,B-Lymphocytes,LOCATION_OF,Malignant Neoplasms
NCT02772198,Malignant Neoplasms,PROCESS_OF,Patients
NCT02772198,T-Lymphocyte,PRODUCES,CD19 Antigens
NCT00287105,Pharmacotherapy,TREATS,"Leukemia, Lymphocytic, Acute"
NCT00287105,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
NCT00287105,imatinib,TREATS,Child
NCT00287105,imatinib,INHIBITS,Ephrin Receptor EphA8
NCT00287105,imatinib,ADMINISTERED_TO,Patients
NCT00287105,Pharmacotherapy,TREATS,Patients
NCT00287105,Pharmacotherapy,TREATS(INFER),"Leukemia, Lymphocytic, Acute"
NCT00287105,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT00882206,Pharmaceutical Preparations,DISRUPTS,Growth
NCT00882206,5-aza-2'-deoxycytidine,AFFECTS,"Tumor cells, malignant"
NCT00882206,Combination Drug Therapy,TREATS,Patients
NCT00882206,Combination Drug Therapy,TREATS(INFER),"Leukemia, Lymphocytic, Acute"
NCT00882206,Combination Drug Therapy,TREATS(INFER),Large Cell Lymphoblastic Lymphoma
NCT00882206,Combination Drug Therapy,USES,Pharmaceutical Preparations
NCT00882206,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT00882206,5-aza-2'-deoxycytidine,DISRUPTS,"Tumor cells, malignant"
NCT00882206,Large Cell Lymphoblastic Lymphoma,PROCESS_OF,Patients
NCT00882206,Laboratory studies,USES,Therapeutic procedure
NCT00882206,Diagnosis,USES,5-aza-2'-deoxycytidine
NCT00882206,CNS disorder,PROCESS_OF,Patients
NCT00882206,Disease,PROCESS_OF,Patients
NCT00882206,Methotrexate,ADMINISTERED_TO,Patients
NCT00882206,Imatinib mesylate,ADMINISTERED_TO,Patients
NCT00882206,Laboratory studies,USES,Therapeutic procedure
NCT00882206,Doxorubicin,ISA,Pharmacotherapy
NCT00882206,Doxorubicin,TREATS(SPEC),"Leukemia, Lymphocytic, Acute"
NCT00882206,Doxorubicin,TREATS(SPEC),Large Cell Lymphoblastic Lymphoma
NCT00882206,Pharmacotherapy,TREATS,"Leukemia, Lymphocytic, Acute"
NCT00882206,Pharmacotherapy,TREATS,Large Cell Lymphoblastic Lymphoma
NCT00882206,Prednisone,ISA,Pharmacotherapy
NCT00882206,Prednisone,TREATS(SPEC),"Leukemia, Lymphocytic, Acute"
NCT00882206,Prednisone,TREATS(SPEC),Large Cell Lymphoblastic Lymphoma
NCT00882206,Vincristine,ISA,Pharmacotherapy
NCT00882206,Vincristine,TREATS(SPEC),"Leukemia, Lymphocytic, Acute"
NCT00882206,Vincristine,TREATS(SPEC),Large Cell Lymphoblastic Lymphoma
NCT00882206,pegaspargase,ISA,Pharmacotherapy
NCT00882206,pegaspargase,TREATS(SPEC),"Leukemia, Lymphocytic, Acute"
NCT00882206,pegaspargase,TREATS(SPEC),Large Cell Lymphoblastic Lymphoma
NCT00372619,Cytarabine,TREATS,Patients
NCT00372619,Pharmacotherapy,ADMINISTERED_TO,Patients
NCT00372619,clofarabine,ADMINISTERED_TO(SPEC),Patients
NCT00372619,clofarabine,DISRUPTS,Growth
NCT00372619,clofarabine,ISA,Pharmacotherapy
NCT00372619,clofarabine,TREATS,Patients
NCT00372619,Combination Drug Therapy,USES,Pharmaceutical Preparations
NCT00372619,Vitelliform dystrophy,PROCESS_OF,Patients
NCT00372619,Adverse effects,PROCESS_OF,Patients
NCT00372619,Cytarabine,TREATS,Patients
NCT00372619,cif nucleoside transporter,PART_OF,Human
NCT00372619,clofarabine,TREATS,"Leukemia, Lymphocytic, Acute"
NCT00372619,clofarabine,TREATS,"Leukemia, Myelocytic, Acute"
NCT00372619,Blast Cell,LOCATION_OF,Cytarabine
NCT00372619,Blast Cell,LOCATION_OF,cif nucleoside transporter
NCT00372619,Blast Cell,LOCATION_OF(SPEC),hCNT2
NCT00372619,Blast Cell,LOCATION_OF(SPEC),hCNT3
NCT00372619,Blast Cell,PART_OF,Patients
NCT00372619,Somatic mutation,OCCURS_IN,Patients
NCT00372619,hCNT2,ISA,cif nucleoside transporter
NCT00372619,hCNT2,PART_OF(SPEC),Human
NCT00372619,hCNT3,ISA,cif nucleoside transporter
NCT00372619,hCNT3,PART_OF(SPEC),Human
NCT00372619,Stem cell transplant,TREATS,Patients
NCT00372619,"Leukemia, Lymphocytic, Acute",ISA,Disease
NCT00372619,Cytarabine,ADMINISTERED_TO,Patients
NCT00372619,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT00372619,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Physicians
NCT00372619,"Leukemia, Myelocytic, Acute",PROCESS_OF,Patients
NCT00372619,Acute leukemia,PROCESS_OF,Patients
NCT00372619,Methotrexate,ADMINISTERED_TO,Patients
NCT00372619,Bone Marrow,PART_OF,Patients
NCT00372619,Blast Cell,PART_OF,Patients
NCT00372619,Bone Marrow,PART_OF,Patients
NCT00372619,Cytarabine,ADMINISTERED_TO,Patients
NCT00372619,clofarabine,ADMINISTERED_TO,Patients
NCT00372619,Cytarabine,TREATS,Patients
NCT00372619,Cytarabine,TREATS(INFER),leukemia
NCT00372619,leukemia,PROCESS_OF,Patients
NCT00372619,Clolar,ISA,clofarabine
NCT00462787,Dexamethasone,ADMINISTERED_TO,Patients
NCT00462787,Pharmacotherapy,ADMINISTERED_TO,Patients
NCT00462787,Combination Drug Therapy,TREATS,Patients
NCT00462787,Thiotepa,ADMINISTERED_TO,Patients
NCT00462787,vinorelbine,ADMINISTERED_TO,Patients
NCT00462787,clofarabine,ADMINISTERED_TO,Patients
NCT00462787,Topotecan,ADMINISTERED_TO,Patients
NCT00462787,Combination Drug Therapy,USES,Pharmaceutical Preparations
NCT00462787,Vitelliform dystrophy,PROCESS_OF,Patients
NCT00462787,Adverse effects,PROCESS_OF,Patients
NCT00462787,Dexamethasone,TREATS,Patients
NCT00462787,Thiotepa,TREATS,Patients
NCT00462787,Vinorelbine tartrate,TREATS,Patients
NCT00462787,Topotecan Hydrochloride,TREATS,Patients
NCT00462787,Treatment Protocols,TREATS,Patients
NCT00462787,Treatment Protocols,TREATS,Patients
NCT00462787,Stem cell transplant,TREATS,Patients
NCT00462787,Filgrastim,ISA,Granulocyte Colony-Stimulating Factor
NCT00462787,Filgrastim,ADMINISTERED_TO,Patients
NCT00462787,clofarabine,ADMINISTERED_TO,Patients
NCT00462787,Toxic effect,PROCESS_OF,Patients
NCT00462787,Dexamethasone,TREATS,Patients
NCT00462787,Thiotepa,TREATS,Patients
NCT00462787,vinorelbine,TREATS,Patients
NCT00462787,Topotecan,TREATS,Patients
NCT00083070,Pharmacotherapy,ADMINISTERED_TO,Patients
NCT00083070,temozolomide,ADMINISTERED_TO(SPEC),Patients
NCT00083070,temozolomide,DISRUPTS,"Tumor cells, malignant"
NCT00083070,temozolomide,ISA,Pharmacotherapy
NCT00083070,temozolomide,TREATS,Patients
NCT00083070,temozolomide,TREATS,Patients
NCT00083070,Toxic effect,PROCESS_OF,Patients
NCT00083070,Drug Kinetics,PROCESS_OF,Patients
NCT00083070,temozolomide,ADMINISTERED_TO,Patients
NCT00083070,temozolomide,ADMINISTERED_TO,Patients
NCT00083070,leukemia,PROCESS_OF,Patients
NCT00083070,temozolomide,TREATS,Patients
NCT00083070,temozolomide,TREATS(INFER),leukemia
NCT01156883,Combination Drug Therapy,TREATS,Patients
NCT01156883,Combination Drug Therapy,TREATS(INFER),"Leukemia, Lymphocytic, Acute"
NCT01156883,Pharmaceutical Preparations,DISRUPTS,Growth
NCT01156883,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT01156883,Combination Drug Therapy,USES,Pharmaceutical Preparations
NCT01156883,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT01156883,Adverse effects,PROCESS_OF,Patients
NCT01156883,Combination Drug Therapy,TREATS,Patients
NCT01156883,Combination Drug Therapy,TREATS(INFER),"Leukemia, Lymphocytic, Acute"
NCT01156883,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT01156883,Methylprednisolone,ADMINISTERED_TO(SPEC),Patients
NCT01156883,Methylprednisolone,ISA,Steroids
NCT01156883,Prednisone,ADMINISTERED_TO(SPEC),Patients
NCT01156883,Prednisone,ISA,Steroids
NCT01156883,Steroids,ADMINISTERED_TO,Patients
NCT01156883,Treatment Protocols,TREATS,Patients
NCT01156883,Neoadjuvant Therapy,TREATS,Patients
NCT01156883,ASPARAGINASE,ADMINISTERED_TO,Patients
NCT01156883,Prednisone,ADMINISTERED_TO,Patients
NCT01156883,Vincristine,ADMINISTERED_TO,Patients
NCT01156883,Daunorubicin Hydrochloride,ADMINISTERED_TO,Patients
NCT01156883,Consolidation Therapy,ADMINISTERED_TO,Patients
NCT01156883,6-Mercaptopurine,ADMINISTERED_TO,Patients
NCT01156883,Methotrexate,ADMINISTERED_TO,Patients
NCT01156883,Consolidation Therapy,ADMINISTERED_TO,Patients
NCT01156883,ASPARAGINASE,ADMINISTERED_TO,Patients
NCT01156883,Cytarabine,ADMINISTERED_TO,Patients
NCT01156883,Dexamethasone,ADMINISTERED_TO,Patients
NCT01156883,Methotrexate,ADMINISTERED_TO,Patients
NCT01156883,Vincristine,ADMINISTERED_TO,Patients
NCT01156883,ASPARAGINASE,ADMINISTERED_TO,Patients
NCT01156883,Dexamethasone,ADMINISTERED_TO,Patients
NCT01156883,Ifosfamide,ADMINISTERED_TO,Patients
NCT01156883,Methotrexate,ADMINISTERED_TO,Patients
NCT01156883,Vindesine,ADMINISTERED_TO,Patients
NCT01156883,Daunorubicin Hydrochloride,ADMINISTERED_TO,Patients
NCT01156883,ASPARAGINASE,ADMINISTERED_TO,Patients
NCT01156883,Cytarabine,ADMINISTERED_TO,Patients
NCT01156883,Dexamethasone,ADMINISTERED_TO,Patients
NCT01156883,ASPARAGINASE,ADMINISTERED_TO,Patients
NCT01156883,Dexamethasone,ADMINISTERED_TO,Patients
NCT01156883,Vincristine,ADMINISTERED_TO,Patients
NCT01156883,Doxorubicin Hydrochloride,ADMINISTERED_TO,Patients
NCT01156883,Cyclophosphamide,ADMINISTERED_TO,Patients
NCT01156883,Cytarabine,ADMINISTERED_TO,Patients
NCT01156883,Thioguanine,ADMINISTERED_TO,Patients
NCT00030108,Pharmaceutical Preparations,DISRUPTS,[M]Unspecified tumor cell NOS
NCT00030108,leukemia,PROCESS_OF,Patients
NCT00030108,Solid tumor,PROCESS_OF,Patients
NCT00030108,Vitelliform dystrophy,PROCESS_OF,Patients
NCT00030108,Adverse effects,PROCESS_OF,Patients
NCT00030108,ixabepilone,TREATS,Patients
NCT00030108,ixabepilone,TREATS(INFER),leukemia
NCT00030108,ixabepilone,TREATS(INFER),Solid tumor
NCT00030108,leukemia,PROCESS_OF,Patients
NCT00030108,Solid tumor,PROCESS_OF,Patients
NCT00030108,Toxic effect,PROCESS_OF,Patients
NCT00030108,Pharmaceutical Preparations,TREATS,Patients
NCT00030108,Pharmaceutical Preparations,TREATS,Patients
NCT00030108,Pharmaceutical Preparations,TREATS,Patients
NCT00030108,Pharmacodynamics,PROCESS_OF,Patients
NCT00030108,leukemia,PROCESS_OF,cohort
NCT00030108,Solid tumor,PROCESS_OF,Adult
NCT00030108,Pharmacodynamics,PROCESS_OF,Patients
NCT00030108,Therapeutic procedure,USES,ixabepilone
NCT00030108,Paclitaxel,AFFECTS,Blast Cell
NCT00030108,ixabepilone,AFFECTS,Blast Cell
NCT00030108,ixabepilone,compared_with,Paclitaxel
NCT00030108,ixabepilone,ADMINISTERED_TO,Patients
NCT00030108,Toxic effect,PROCESS_OF,Patients
NCT00030108,Tumour pain,ISA,Symptoms
NCT00030108,leukemia,PROCESS_OF,Patients
NCT00030108,Solid tumor,PROCESS_OF,Patients
NCT00030108,epothilone B lactam,TREATS,Patients
NCT00030108,epothilone B lactam,TREATS(INFER),leukemia
NCT00030108,epothilone B lactam,TREATS(INFER),Solid tumor
NCT01431664,Vitelliform dystrophy,PROCESS_OF,Patients
NCT01431664,Adverse effects,PROCESS_OF,Patients
NCT01431664,Pharmaceutical Preparations,TREATS,Patients
NCT01431664,Therapeutic procedure,TREATS,Patients
NCT00004932,Growth,PROCESS_OF,Patients
NCT00004932,leukemia,PROCESS_OF,Patients
NCT00004932,STI571,TREATS,Patients
NCT00004932,Imatinib mesylate,DISRUPTS,Growth
NCT00004932,leukemia,PROCESS_OF,Patients
NCT00004932,Toxic effect,PROCESS_OF,Patients
NCT00004932,STI571,ADMINISTERED_TO(SPEC),Patients
NCT00004932,STI571,ISA,Imatinib mesylate
NCT00004932,Imatinib mesylate,ADMINISTERED_TO,Patients
NCT00004932,STI571,ADMINISTERED_TO,Patients
NCT00004932,Toxic effect,PROCESS_OF,Patients
NCT00004932,STI571,TREATS,leukemia
NCT00118326,Bone Marrow Transplantation,TREATS,Patients
NCT00118326,Bone Marrow Transplantation,TREATS(INFER),Malignant Neoplasms
NCT00118326,Malignant Neoplasms,PROCESS_OF,Patients
NCT00118326,Granulocyte Colony-Stimulating Factor,ISA,Colony-Stimulating Factors
NCT00118326,Bone Marrow Transplantation,USES,Granulocyte Colony-Stimulating Factor
NCT00118326,Malignant Neoplasms,ISA,Disease
NCT00118326,Malignant Neoplasms,PROCESS_OF,Patients
NCT00118326,Malignant Neoplasms,PROCESS_OF(SPEC),Patients
NCT00118326,Disease,PROCESS_OF,Patients
NCT00118326,Granulocyte Colony-Stimulating Factor,CAUSES,Adverse effects
NCT00118326,Adverse effects,PROCESS_OF,Patients
NCT00118326,Treatment Protocols,TREATS,Patients
NCT00118326,Platelet Transfusion,TREATS,Patients
NCT00118326,Allogeneic bone marrow transplantation,TREATS,Patients
NCT00118326,Filgrastim,ISA,Granulocyte Colony-Stimulating Factor
NCT00118326,Filgrastim,TREATS,Patients
NCT00118326,Graft acceptance,PROCESS_OF,Patients
NCT00118326,Filgrastim,ISA,Granulocyte Colony-Stimulating Factor
NCT00118326,Filgrastim,ADMINISTERED_TO,Donor person
NCT00118326,Aspiration of bone marrow from donor for transplant,TREATS,Donor person
NCT00118326,Prophylactic treatment,ADMINISTERED_TO,Patients
NCT00118326,Transplantation Conditioning,ADMINISTERED_TO,Patients
NCT00118326,Allogeneic bone marrow transplantation,TREATS,Patients
NCT00118326,Granulocyte Colony-Stimulating Factor,AUGMENTS,Bone Marrow
NCT00068302,Pharmaceutical Preparations,DISRUPTS,"Tumor cells, malignant"
NCT00068302,Vitelliform dystrophy,PROCESS_OF,Patients
NCT00068302,Adverse effects,PROCESS_OF,Patients
NCT00068302,Toxic effect,PROCESS_OF,Patients
NCT00068302,Pharmaceutical Preparations,TREATS,Patients
NCT00068302,Toxic effect,PROCESS_OF,Patients
NCT01810120,alpha-beta T-Cell Receptor,DISRUPTS,Transplanted tissue
NCT01810120,Infusion procedures,TREATS,Patients
NCT01810120,Transplanted organ and tissue status,PROCESS_OF,Patients
NCT01810120,Leukaemia recurrent,PROCESS_OF,Patients
NCT01810120,Cells,PART_OF,Patients
NCT01810120,Natural Killer Cells,LOCATION_OF,killer immunoglobulin-like receptor
NCT01810120,Hematological Disease,AFFECTS,leukemia
NCT01810120,Transplantation,TREATS,Adult
NCT01810120,Hematopoietic Stem Cell Transplantation,ADMINISTERED_TO,Patients
NCT01810120,Hematopoietic Stem Cell Transplantation,METHOD_OF,Therapeutic procedure
NCT01810120,Hematological Disease,AFFECTS,Patients
NCT01810120,Hematopoietic Stem Cell Transplantation,TREATS,Patients
NCT00281879,Stem cell transplant,TREATS,Patients
NCT00281879,Transplantation,PRECEDES,Infusion procedures
NCT00281879,Hematologic Neoplasms,PROCESS_OF,Patients
NCT00281879,Stem cell transplant,TREATS,Patients
NCT00281879,Stem cell transplant,TREATS(INFER),Hematologic Neoplasms
NCT00281879,Transplantation,TREATS,Patients
NCT00281879,Transplantation,TREATS(INFER),Hematologic Neoplasms
NCT00281879,Hematologic Neoplasms,PROCESS_OF,Patients
NCT00281879,Toxic effect,PROCESS_OF,Patients
NCT00281879,Graft Rejection,PROCESS_OF,Patients
NCT00281879,Graft acceptance,PROCESS_OF,Patients
NCT00281879,Hematopoietic Neoplasms,PROCESS_OF,Patients
NCT00281879,Hematologic Neoplasms,PROCESS_OF,Patients
NCT00281879,Chronic graft-versus-host disease,PROCESS_OF,Patients
NCT00281879,Hematopoietic Stem Cell Transplantation,TREATS,Patients
NCT00281879,Disease recurrence,PROCESS_OF,Patients
NCT00281879,Donor leukocyte infusion,TREATS,Patients
NCT00281879,Donor leukocyte infusion,TREATS(INFER),Disease recurrence
NCT00281879,Whole-Body Irradiation,TREATS,Patients
NCT00281879,Stem cell transplant,TREATS,Patients
NCT00281879,Filgrastim,ISA,Granulocyte Colony-Stimulating Factor
NCT00281879,Filgrastim,ADMINISTERED_TO,Patients
NCT00281879,Stem cell transplant,TREATS,Patients
NCT00281879,Stem cell transplant,TREATS,Patients
NCT00281879,Stem cell transplant,TREATS,Patients
NCT00281879,Whole-Body Irradiation,TREATS,Patients
NCT00281879,Cystitis,PROCESS_OF,Patients
NCT00281879,Stem cell transplant,TREATS,Patients
NCT00281879,Cord Blood Stem Cell Transplantation,TREATS,Patients
NCT00281879,Graft-vs-Host Disease,NEG_PROCESS_OF,Patients
NCT00281879,Donor Lymphocyte Infusion,ADMINISTERED_TO,Patients
NCT00281879,Whole-Body Irradiation,TREATS,Patients
NCT00281879,Stem cell transplant,TREATS,Patients
NCT00281879,Treatment Protocols,NEG_ADMINISTERED_TO,Patients
NCT00281879,Transplantation,TREATS,Hematologic Neoplasms
NCT00949117,Body Weight decreased,PROCESS_OF,Patients
NCT00949117,Cyproheptadine hydrochloride,AFFECTS,Desire for food
NCT00949117,Cyproheptadine hydrochloride,TREATS,Patients
NCT00949117,Cyproheptadine hydrochloride,TREATS(INFER),Body Weight decreased
NCT00949117,Cancer Treatment,AFFECTS,Desire for food
NCT00949117,Malignant Neoplasms,NEG_PROCESS_OF,Patients
NCT00949117,Body Weight decreased,PROCESS_OF,Patients
NCT00949117,Body Weight Changes,PROCESS_OF,Patients
NCT00949117,Malignant Neoplasms,PROCESS_OF,Patients
NCT00949117,Treatment Protocols,TREATS,Patients
NCT00949117,Treatment Protocols,TREATS(INFER),Malignant Neoplasms
NCT00949117,Therapeutic procedure,TREATS,Cachexia
NCT00949117,Dietary Supplementation,TREATS,Patients
NCT00949117,Dietary Supplementation,TREATS(INFER),Malignant Neoplasms
NCT00949117,Dietary Supplementation,compared_with,Treatment Protocols
NCT00949117,Cyproheptadine hydrochloride,TREATS,Patients
NCT00949117,Cyproheptadine hydrochloride,ADMINISTERED_TO,Patients
NCT00949117,Lean body mass,ISA,Body Composition
NCT00949117,Assessment procedure,TREATS,Patients
NCT00949117,Body Weight decreased,PROCESS_OF,Child
NCT00949117,Cyproheptadine hydrochloride,NEG_TREATS,Child
NCT00949117,Cyproheptadine hydrochloride,NEG_TREATS(INFER),Body Weight decreased
NCT00544115,Disease,PROCESS_OF,Patients
NCT00544115,Hematologic Neoplasms,PROCESS_OF,Patients
NCT00544115,Bone Marrow,PART_OF,Patients
NCT00544115,Disease,ISA,Hematologic Neoplasms
NCT00544115,Disease,PROCESS_OF,Patients
NCT00544115,Disease,PROCESS_OF(SPEC),Patients
NCT00544115,Hematologic Neoplasms,ISA,Disease
NCT00544115,Hematologic Neoplasms,PROCESS_OF,Patients
NCT00544115,Hematologic Neoplasms,PROCESS_OF(SPEC),Patients
NCT00544115,Transplanted organ and tissue status,PROCESS_OF,Patients
NCT00544115,Disease,ISA,Graft-vs-Host Disease
NCT00544115,Disease,ISA,Hematologic Neoplasms
NCT00544115,Disease,PROCESS_OF,Patients
NCT00544115,Disease,PROCESS_OF(SPEC),Patients
NCT00544115,Peripheral Stem Cell Transplantation,TREATS,Disease
NCT00544115,Peripheral Stem Cell Transplantation,TREATS,Patients
NCT00544115,Peripheral Stem Cell Transplantation,TREATS,Hematologic Neoplasms
NCT00544115,Peripheral Stem Cell Transplantation,TREATS(INFER),Disease
NCT00544115,Peripheral Stem Cell Transplantation,TREATS(INFER),Chronic graft-versus-host disease
NCT00544115,Peripheral Stem Cell Transplantation,TREATS(SPEC),Disease
NCT00544115,Peripheral Stem Cell Transplantation,TREATS(SPEC),Hematologic Neoplasms
NCT00544115,Graft acceptance,PROCESS_OF,Patients
NCT00544115,Hematologic Neoplasms,ISA,Disease
NCT00544115,Hematologic Neoplasms,PROCESS_OF,Patients
NCT00544115,Hematologic Neoplasms,PROCESS_OF(SPEC),Patients
NCT00544115,Chronic graft-versus-host disease,ISA,Graft-vs-Host Disease
NCT00544115,Chronic graft-versus-host disease,PROCESS_OF,Patients
NCT00544115,Whole-Body Irradiation,TREATS,Patients
NCT00544115,Cyclophosphamide,ADMINISTERED_TO,Patients
NCT00544115,Whole-Body Irradiation,TREATS,Patients
NCT00544115,Whole-Body Irradiation,TREATS,Patients
NCT00544115,Peripheral Stem Cell Transplantation,TREATS,Patients
NCT00544115,Hematological Disease,PROCESS_OF,Patients
NCT00544115,Peripheral Stem Cell Transplantation,TREATS,Patients
NCT00544115,Peripheral Stem Cell Transplantation,TREATS(INFER),Hematological Disease
NCT00544115,Peripheral Stem Cell Transplantation,TREATS(INFER),Hematologic Neoplasms
NCT00544115,Hematologic Neoplasms,PROCESS_OF,Patients
NCT00544466,Melphalan,DISRUPTS,Growth
NCT00544466,Fludarabine phosphate,DISRUPTS,Growth
NCT00544466,Fludarabine phosphate,ISA,Pharmaceutical Preparations
NCT00544466,Stem cell transplant,TREATS,Patients
NCT00544466,Bone Marrow,PART_OF,Patients
NCT00544466,Hematologic Neoplasms,PROCESS_OF,Patients
NCT00544466,Transplanted organ and tissue status,PROCESS_OF,Patients
NCT00544466,Treatment Protocols,METHOD_OF,Stem cell transplant
NCT00544466,Fludarabine phosphate,ISA,fludarabine
NCT00544466,Hematologic Neoplasms,PROCESS_OF,Patients
NCT00544466,Toxic effect,PROCESS_OF,Patients
NCT00544466,Graft acceptance,PROCESS_OF,Patients
NCT00544466,Hematologic Neoplasms,PROCESS_OF,Patients
NCT00544466,Liver,LOCATION_OF,Venoocclusive disease
NCT00544466,Melphalan,ADMINISTERED_TO,Patients
NCT00544466,Fludarabine phosphate,ADMINISTERED_TO,Patients
NCT00544466,Organ,LOCATION_OF,Toxic effect
NCT00544466,Hematopoietic Stem Cell Transplantation,TREATS,Patients
NCT00544466,Therapeutic procedure,TREATS,Patients
NCT00544466,Prophylactic treatment,USES,Tacrolimus
NCT00544466,Melphalan,ASSOCIATED_WITH,Hematologic Neoplasms
